Объект;Планируемый адрес;Физический адрес;Юридический адрес;Контакты;Дата пуска;Дата закрытия;Ответственные;Статус;Инвентаризация;Последняя инвентаризация
RBS CHK766;ЧЕРКАСИ (ЧЕРКАСИ)7110100000;RBS CHK766 ЧЕРКАСИ (ЧЕРКАСИ)7110100000 м. Черкаси, вул, Чигиринська, 13;;;05.12.2008;;Баранов Д.М.;Эксплуатация;False;24.10.2013
RBS CHK801;м.Черкаси,вул.Пальохи,2;RBS CHK801 м.Черкаси,вул.Пальохи,2;;;31.03.2004;;Пономар О.К.;Эксплуатация;False;31.12.2015
RBS CHK802;м. Черкаси, вул. Дашкевiча, 39;RBS CHK802 м. Черкаси, вул. Дашкевiча, 39;;;31.03.2004;;Пономар О.К.;Эксплуатация;False;24.06.2013
RBS CHK803;м.Черкаси,вул.Пастерiвська,11;RBS CHK803 м.Черкаси, вул.Пастерiвська,11;;;31.03.2004;;Пономар О.К.;Эксплуатация;False;10.12.2013
RBS CHK804;м.Черкаси, вул.Смiлянська, 125 м.Черкаси, вул.Смiлянська, 125,;RBS CHK804 м.Черкаси, вул.Смiлянська, 125 м.Черкаси, вул.Смiлянська, 125,;;;31.08.2004;;Пономар О.К.;Эксплуатация;False;31.03.2014
RBS CHK805;м. Черкаси, вул. Горького, 27;RBS CHK805 м. Черкаси, вул. Горького, 27;;;31.08.2004;;Сакало В.В.;Эксплуатация;False;30.03.2018
RBS CHK806;м, Черкаси. ул.Первомайська 72;RBS CHK806 м, Черкаси. ул.Первомайська 72;м, Черкаси. ул.Первомайська 72;;31.08.2004;;Сакало В.В.;Эксплуатация;False;10.12.2013
RBS CHK807;м. Черкаси, вул Б. Вишневецького, 17;RBS CHK807 м. Черкаси, вул Б. Вишневецького, 17;;;30.09.2005;;Сакало В.В.;Эксплуатация;False;11.05.2015
RBS CHK808; Черкаси, вул. Сумгаїтська, 17/;RBS CHK808  Черкаси, вул. Сумгаїтська, 17/;;;31.01.2005;;Сакало В.В.;Эксплуатация;False;30.06.2017
RBS CHK810;18018, вул.Благовiсна, 269/105;RBS CHK810 18018, вул.Благовiсна, 269/105;;;30.09.2005;;Пономар О.К.;Эксплуатация;False;22.12.2017
RBS CHK811;ЧЕРКАСИ (ЧЕРКАСИ)7110100000;RBS CHK811 м. Черкаси, б-р. Шевченка, 145. Власна щогла на даху;м.Черкаси,вул.Руднева,97,кв.69;;19.11.2008;;Баранов Д.М.;Эксплуатация;False;23.06.2014
RBS CHK812;м.Черкаси, вул. Хрещатик, 84;RBS CHK812 м.Черкаси, вул. Хрещатик, 84;;;28.02.2005;;Пономар О.К.;Эксплуатация;False;30.08.2013
RBS CHK815;;RBS CHK815;;;09.11.2007;;Пономар О.К.;Эксплуатация;False;27.05.2014
RBS CHK816;м.Черкаси, вул.Сумгаїтська, 8, труба;RBS CHK816 м.Черкаси, вул.Сумгаїтська, 8;;;06.02.2009;30.10.2017;Пономар О.К.;Закрыт;False;02.03.2015
RBS CHK817;;RBS CHK817 м.Черкаси, бул. Шевченка, 249, вежа на даху;м. Черкаси, бул. Шевченка, 249;;12.11.2007;;Пономар О.К.;Эксплуатация;False;27.06.2014
RBS CHK890;q;RBS CHK890 Черкаська обл., м.Канiв;;;21.08.2009;;Баранов Д.М.;Эксплуатация;False;20.03.2018
RBS CHK900;м.Черкаси, вул. Добровольського,1;RBS CHK900 м.Черкаси, вул. Добровольського,1;труба Черкаського цукрового заводу;;30.09.2006;;Пономар О.К.;Эксплуатация;False;28.09.2016
RBS CHK901;м.Черкаси,вул.Смiлянська,23;RBS CHK901 м.Черкаси,вул.Смiлянська,23;;;31.03.2005;;Пономар О.К.;Эксплуатация;False;10.03.2014
RBS CHK902;м.Черкаси, вул. Рiзвяна, 169;RBS CHK902 м.Черкаси, вул. Рiзвяна, 169;;;30.04.2005;;Пономар О.К.;Эксплуатация;False;31.03.2015
RBS CHK903;г.Черкасы, ул.Чкалова, 12;RBS CHK903 г.Черкасы, ул.Чкалова, 12;;;31.05.2005;;Пономар О.К.;Эксплуатация;False;27.06.2014
RBS CHK904;вул. Одеська, 8;RBS CHK904 18000, м. Черкаси, вул. Одеська, 8;;;30.04.2005;;Пономар О.К.;Эксплуатация;False;18.05.2015
RBS CHK905;м. Черкаси, вул. Лiсова, 1;RBS CHK905 18009, м. Черкаси, вул. Лiсова, 1;;;30.04.2005;;Пономар О.К.;Эксплуатация;False;17.03.2013
RBS CHK906;.-м. Черкаси, вул. Героїв Сталiнграда, 1;RBS CHK906 юр.- м.Черкаси,просп.Хiмiкiв,76факт.-м. Черкаси, вул. Героїв Сталiнграда, 1;;;31.10.2005;;Пономар О.К.;Эксплуатация;False;30.04.2013
RBS CHK907;18000 м. Черкаси, вул. Красовського, 12;RBS CHK907 18000 м. Черкаси, вул. Красовського, 12;труба котельної тепломереж;;30.06.2005;;Пономар О.К.;Эксплуатация;False;31.03.2013
RBS CHK908; м. Черкаси, вул. 30 рокiв Перемоги, 5/1.;RBS CHK908  м. Черкаси, вул. 30 рокiв Перемоги, 5/1. 18036, м. Черкаси, вул. 30 рокiв Перемоги, 5/1.;;;31.08.2005;;Пономар О.К.;Эксплуатация;False;02.03.2016
RBS CHK911;м. Черкаси, вул. Богдана Хмельницького, 55;RBS CHK911 18015, м. Черкаси, вул. Богдана Хмельницького, 55;;;30.09.2006;;Сакало В.В.;Эксплуатация;False;27.02.2014
RBS CHK912;м. Черкаси, пров. Мисливський, 12. На даху будiвлi;RBS CHK912 м. Черкаси, пров. Мисливський, 12. На даху будiвлi;;;24.12.2008;;Баранов Д.М.;Эксплуатация;False;22.12.2017
RBS CHK916;ЧЕРКАСИ (ЧЕРКАСИ)7110100000;RBS CHK916 м. Черкаси вул. 30 Рокiв Перемоги, 70;;;01.09.2008;16.03.2018;Баранов Д.М.;Закрыт;False;27.06.2014
RBS CHK917;м. Черкаси, б-р. Шевченка, 333. Власна щогла на даху будiвлi;RBS CHK917 м. Черкаси, б-р. Шевченка, 333. Власна щогла на даху будiвлi;;;06.02.2009;;Пономар О.К.;Эксплуатация;False;30.03.2015
RBS CHK974;м. Черкаси, вул. iльїна, 55. Власна щогла на даху будiвлi;RBS CHK974 м. Черкаси, вул. iльїна, 55. Власна щогла на даху будiвлi;;;05.12.2008;;Баранов Д.М.;Эксплуатация;False;29.09.2018
RBS CHK978;м. Черкаси, вул. Кiрова, 100. Власна щогла на даху будiвлi макаронної фабрики;RBS CHK978 м. Черкаси, вул. Кiрова, 100. Власна щогла на даху будiвлi макаронної фабрики;;;23.12.2008;;Баранов Д.М.;Эксплуатация;False;24.10.2013
RBS CHK986;м. Черкаси, вул. Енгельса. Водонапiрна башта;RBS CHK986 м. Черкаси, вул. Енгельса. Водонапiрна башта;;;24.12.2008;;Баранов Д.М.;Эксплуатация;False;24.04.2018
RBS CHK987;м. Черкаси, вул. Чайковського, 117. Власний стовп на територiї КП `Черкасикомуненерго`;RBS CHK987 м.Черкаси, вул.Чайковського 117;;;11.02.2010;;Баранов Д.М.;Эксплуатация;False;28.06.2013
RBS UQ0501;"м. Черкаси, вул. Хрещатик, 225. Прим?щення ?нфоцентру ЗАТ ""Київстар Дж.Ес.Ем.""";;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;29.09.2018
RBS UQ0505;"м. Черкаси, б-р. Шевченка, 385. ТРЦ ""Депот"" Indoor рішення";;;;17.05.2018;;Пономар О.К.;Эксплуатация;False;07.08.2018
RBS UQ0506;Черкаська обл, м. Черкаси, вул. Енергобудівельників, 1;;;;;;;Строящийся;False;
RBS UQ0644;м. Черкаси, вул. Менделєєва, 7;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0702;м.Черкаси, вул. Пастерівська, 102/1;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0706;м. Черкаси, вул. Пацаєва-Петровского, 8/208;;;;12.12.2016;;Пономар О.К.;Эксплуатация;False;29.09.2018
RBS UQ0707;"м. Черкаси, вул. Героїв Дніпра. Власний стовп на території насосної станції ""Черкасиводоканал""";;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0718;м. Черкаси, вул. Рози Люксембург 177;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0766;м. Черкаси, вул, Чигиринська, 13/4. Трубостійки на даху;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0775;Черкаська обл., м. Черкаси, вул. Карбишева, 5. Існуючий майданчик Вее240023;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;15.06.2018
RBS UQ0786;Черкаська обл., м. Черкаси, вул. Енгельса, 245/1. Існуючий майданчик Вее240004;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;05.11.2017
RBS UQ0801;м.Черкаси, вул. Пальохи, 2;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0802;м.Черкаси, вул. Дашкевича, 39;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0803;м.Черкаси, вул.Пастерівська, 11;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0804;м.Черкаси, пр-т. Х?м?к?в, 7;RBS UQ0804 м.Черкаси, пр-т. Х?м?к?в, 7;;;31.03.2015;;Пономар О.К.;Эксплуатация;False;26.02.2018
RBS UQ0805;м.Черкаси, б-р. Шевченка, 389;;;;20.10.2016;;Сакало В.В.;Эксплуатация;False;30.03.2018
RBS UQ0806;м.Черкаси, вул. Першотравнева, 72;;;;20.10.2016;;Сакало В.В.;Эксплуатация;False;20.10.2016
RBS UQ0807;м.Черкаси, вул. Б. Вишневецького, 17;;;;29.11.2016;;Сакало В.В.;Эксплуатация;False;29.11.2016
RBS UQ0808;м.Черкаси, вул.Сумгаiцька, 17;RBS UQ0808 м.Черкаси, вул.Сумгаiцька, 17;;;20.12.2013;;Сакало В.В.;Эксплуатация;False;30.06.2017
RBS UQ0810;м.Черкаси, вул.Благовісна, 269/105;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;22.12.2017
RBS UQ0811;м. Черкаси, б-р. Шевченка, 145. Власна щогла на даху;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0812;м.Черкаси, вул.Хрещатик, 84;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0815;м.Черкаси, вул.Смілянська, 173/1, власна вежа на даху;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0816;м.Черкаси, вул.Сумгаїтська, 8, труба;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0817;м.Черкаси, бул. Шевченка, 249, вежа на даху;;;;29.11.2016;;Пономар О.К.;Эксплуатация;False;29.11.2016
RBS UQ0900;м.Черкаси, вул.Добровольського, 1, труба;;;;;;;Строящийся;False;
RBS UQ0901;м.Черкаси, вул. Смілянська, 23;;;;29.11.2016;;Пономар О.К.;Эксплуатация;False;29.11.2016
RBS UQ0902;м.Черкаси, вул. Різдвяна, 169;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0903;м.Черкаси, вул. Чкалова, 12.;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0904;м.Черкаси, вул. Одеська, 8, вежа на даху;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0905;м. Черкаси, вул. Лісова, 1, труба;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0906;м.Черкаси, вул.Героїв Сталінграду, 1.;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0907;м.Черкаси, вул.Красовського, 12, труба;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0908;м.Черкаси, вул. 30 років Перемоги, 5/1;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0911;м. Черкаси, вул. Ільїна 252;;;;20.10.2016;;Сакало В.В.;Эксплуатация;False;20.10.2016
RBS UQ0912;м. Черкаси, вул. Фрунзе, 1.  На даху будівлі;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;22.12.2017
RBS UQ0916;м. Черкаси вул. 30 Років Перемоги, 70;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0917;м. Черкаси, б-р. Шевченка, 333. Власна щогла на даху будівлі;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
RBS UQ0974;м. Черкаси, вул. Ільїна, 55. Власна щогла на даху будівлі;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;29.09.2018
RBS UQ0978;м. Черкаси, вул. Кірова, 102/1. Власна щогла на даху будівлі макаронної фабрики;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0986;м. Черкаси, вул. Енгельса, 170. Водонапірна башта;;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;24.04.2018
RBS UQ0987;"м. Черкаси, вул. Чайковського, 117. Власний стовп на території КП ""Черкасикомуненерго""";;;;20.10.2016;;Баранов Д.М.;Эксплуатация;False;20.10.2016
RBS UQ0989;м. Черкаси, вул. Героїв Майдану, 4;;;;;;;Строящийся;False;
RBS UQ1704;м.Черкаси, вул.Чехова, 72, на даху;;;;20.10.2016;;Пономар О.К.;Эксплуатация;False;20.10.2016
